method,lambda,seed,ev,mmd,ls,nls,dp,rtime
FairAA,1.4766011619063881,0,0.6572808307466729,0.30539493574016574,0.48909899888765296,0.9424916573971078,0.0021432193850684234,0.004688416025601327
FairAA,2.216729598787748,0,0.638076124090871,0.3118939384830955,0.4785317018909899,0.9558398220244715,0.0013878119983681478,0.005519458034541458
FairAA,3.3278384447412575,0,0.632842028770906,0.2954995425884013,0.47119021134593997,0.9526140155728587,0.0006815282011928964,0.0005642499891109765
FairAA,4.995877133753335,0,0.5628965085829531,0.22590408601147716,0.4995550611790879,0.9562847608453838,0.0004892301176988162,0.0005674589774571359
FairAA,7.500000000000001,0,0.9244858890268528,1.2519587721911567,0.9864293659621802,0.9898776418242491,0.34204318111622783,0.000577665981836617
FairAA,0.0,1,0.9775102779283817,1.108862681900302,0.9896551724137931,0.9726362625139042,0.3151543196144403,0.041770000010728836
FairAA,0.004999999999999999,1,0.9775070519225533,1.1067847393408012,0.9896551724137931,0.9726362625139042,0.31454677551652943,0.009031249966938049
FairAA,0.00750618940298613,1,0.9775053620440007,1.1047266277474836,0.9896551724137931,0.9726362625139042,0.3140320220396582,0.009945791971404105
FairAA,0.011268575870700261,1,0.9774460121140895,1.0973090899618034,0.9896551724137931,0.9758620689655171,0.3120867447499125,0.013078542018774897
FairAA,0.01691681295747911,1,0.9773660377536177,1.0854829027177997,0.9827586206896551,0.9726362625139042,0.30891582276248236,0.019386458967346698
FairAA,0.02539616043074563,1,0.9769079934298254,1.0548039467471082,0.9827586206896551,0.9726362625139042,0.3007573679625986,0.01914099999703467
FairAA,0.038125678060359706,1,0.9751690079031816,1.0023283879165095,0.9689655172413794,0.9627363737486094,0.28622545840129926,0.022533832991030067
FairAA,0.0572357121276666,1,0.9688178218735355,0.9110976519353817,0.9484983314794215,0.9463848720800889,0.26054604006985915,0.02341883402550593
FairAA,0.0859244191690112,1,0.9459540369290304,0.760201083461495,0.9123470522803114,0.9162402669632925,0.21507506870034493,0.008558417030144483
FairAA,0.12899299292483404,1,0.8288468520398861,0.4375462684898843,0.7519466073414905,0.8764182424916573,0.10833046074175301,0.012496625015046448
FairAA,0.19364916731037085,1,0.6953601155936107,0.27115802066566114,0.5757508342602893,0.8833147942157954,0.0320762945590416,0.031346292002126575
FairAA,0.29071346551243893,1,0.6721761642360303,0.25483886798131034,0.5246941045606229,0.8869855394883203,0.02282686839977608,0.11959537502843887
FairAA,0.4364300668269688,1,0.6667169345818149,0.2614377107723458,0.48131256952169077,0.8902113459399332,0.013224102368862178,0.024994999985210598
FairAA,0.6551853485522244,1,0.6510480619292833,0.34135683903016456,0.39888765294771966,0.9765294771968854,0.009139972121200914,0.05069433298194781
FairAA,0.9835890640588962,1,0.6622677221057331,0.3014573093668289,0.4018909899888765,0.9293659621802002,0.004693176364660573,0.07464604097185656
FairAA,1.4766011619063881,1,0.6572863066539676,0.3053822882150745,0.3986651835372636,0.932814238042269,0.002147233551609458,0.0051694579888135195
FairAA,2.216729598787748,1,0.6380779438157813,0.3118929635277602,0.40166852057842045,0.949833147942158,0.001387969738053628,0.005541415943298489
FairAA,3.3278384447412575,1,0.6328499884985785,0.29549894707628693,0.3986651835372636,0.9526140155728587,0.0006871944729200108,0.0006120000034570694
FairAA,4.995877133753335,1,0.5629001836185533,0.2259016602683726,0.3968854282536151,0.9629588431590657,0.0004892776655685827,0.0005854170303791761
FairAA,7.500000000000001,1,0.9244969289455177,1.2519463175699528,0.9829810901001114,0.9829810901001114,0.34204320757191853,0.0005646660574711859
FairAA,0.0,2,0.9775102779283812,1.1088626746465982,0.9933259176863182,0.9765294771968854,0.3151543176680342,0.030668332998175174
FairAA,0.004999999999999999,2,0.9775070519208455,1.1067847374479372,0.9933259176863182,0.9765294771968854,0.3145467749202684,0.00869666604558006
FairAA,0.00750618940298613,2,0.9775053620309165,1.1047266110577376,0.9933259176863182,0.9765294771968854,0.31403201806666836,0.010323166963644326
FairAA,0.011268575870700261,2,0.977446012328793,1.0973090853459864,0.9933259176863182,0.9765294771968854,0.31208675205719977,0.00995512498775497
FairAA,0.01691681295747911,2,0.9773660385317404,1.0854824366614255,0.9901001112347053,0.9700778642936598,0.30891575440194363,0.017976082977838814
FairAA,0.02539616043074563,2,0.9769080025366886,1.054803959283176,0.9901001112347053,0.9733036707452726,0.3007574271332593,0.015994500019587576
FairAA,0.038125678060359706,2,0.975169011919069,1.0023284894575926,0.9730812013348163,0.9636262513904338,0.28622548700409917,0.024159541993867606
FairAA,0.0572357121276666,2,0.9688178247394613,0.9110976994989191,0.9530589543937709,0.9636262513904338,0.26054605312799484,0.02897591597866267
FairAA,0.0859244191690112,2,0.9459540386876925,0.7602010912003101,0.9265850945494994,0.9334816462736374,0.21507507446563617,0.007853499962948263
FairAA,0.12899299292483404,2,0.8288468561025694,0.43754627217171577,0.8126807563959956,0.8516129032258064,0.10833046552112423,0.010968333983328193
FairAA,0.19364916731037085,2,0.6953601191361674,0.2711580209217392,0.5578420467185763,0.8481646273637373,0.03207629706645967,0.02988774998812005
FairAA,0.29071346551243893,2,0.6721761757635023,0.2548389364483593,0.5259176863181313,0.8414905450500557,0.022826854466072535,0.12219308398198336
FairAA,0.4364300668269688,2,0.6667169368239401,0.2614377373577979,0.4654060066740823,0.8578420467185761,0.01322408489213961,0.027407208981458098
FairAA,0.6551853485522244,2,0.6510481066928211,0.34135686668777643,0.45094549499443826,0.921357063403782,0.009139984721056517,0.044980250007938594
FairAA,0.9835890640588962,2,0.662344232389301,0.3005935545957631,0.4161290322580645,0.8845383759733038,0.00476821185102122,0.06877008400624618
FairAA,1.4766011619063881,2,0.6572229823821362,0.3044025550999504,0.4060066740823137,0.8882091212458288,0.002171750145895754,0.004940959042869508
FairAA,2.216729598787748,2,0.6340412669298835,0.30924635385871774,0.3952169076751947,0.9116796440489432,0.001333705200795253,0.0057316250167787075
FairAA,3.3278384447412575,2,0.6329490822146915,0.2946385358313951,0.3919911012235818,0.9054505005561735,0.0005177055627712396,0.0005630839732475579
FairAA,4.995877133753335,2,0.5571547508650152,0.22062572147252796,0.39065628476084535,0.9056729699666295,0.00047651580829001505,0.0005855409544892609
FairAA,7.500000000000001,2,0.9270289197983566,1.2419886195485736,0.9834260289210235,0.9866518353726363,0.339087697510872,0.0005927500315010548
FairAA,0.0,3,0.9775102779283811,1.1088626769396135,0.9866518353726363,0.9558398220244717,0.3151543182805371,0.04428195802029222
FairAA,0.004999999999999999,3,0.9775070519181746,1.1067847327579026,0.9832035595105673,0.9558398220244715,0.31454677387980834,0.008983834006357938
FairAA,0.00750618940298613,3,0.9775053620428292,1.1047266647012546,0.9832035595105673,0.9558398220244715,0.3140320251758525,0.009473250014707446
FairAA,0.011268575870700261,3,0.9774460118164782,1.0973090851294316,0.9832035595105673,0.9592880978865406,0.31208673483093197,0.010470749984961003
FairAA,0.01691681295747911,3,0.9773660370554031,1.0854834039339,0.9832035595105673,0.9523915461624026,0.3089158993146661,0.016671583987772465
FairAA,0.02539616043074563,3,0.9769079831892018,1.0548039289882178,0.9832035595105673,0.9523915461624026,0.3007573076675935,0.01792229199782014
FairAA,0.038125678060359706,3,0.9751690035873442,1.002328260737421,0.9659621802002224,0.9454949944382648,0.2862254287047055,0.021530458994675428
FairAA,0.0572357121276666,3,0.9688178196844841,0.9110976041315795,0.9491657397107897,0.9293659621802004,0.2605460290481305,0.023093624971807003
FairAA,0.0859244191690112,3,0.9459540320945882,0.7602010564164395,0.8992213570634039,0.9123470522803114,0.21507505548287256,0.007957874971907586
FairAA,0.12899299292483404,3,0.8288468455623431,0.4375462648850849,0.7724137931034483,0.8681868743047829,0.1083304531681902,0.011200874985661358
FairAA,0.19364916731037085,3,0.6953600505593303,0.27115800689422687,0.539599555061179,0.8660734149054505,0.03207626616709758,0.03016337496228516
FairAA,0.29071346551243893,3,0.6721761930379555,0.25483872660528795,0.4977753058954394,0.8658509454949943,0.022826888847688062,0.09926354204071686
FairAA,0.4364300668269688,3,0.6667167468778916,0.26143786691860754,0.48954393770856514,0.8692992213570634,0.01322405605239877,0.0189561250153929
FairAA,0.6551853485522244,3,0.6510479625822504,0.341356833314555,0.43248053392658503,0.9427141268075638,0.009139934777762246,0.046293667051941156
FairAA,0.9835890640588962,3,0.6622722693026742,0.3014143209449787,0.41268075639599566,0.8985539488320355,0.004696336681563773,0.07530908397166058
FairAA,1.4766011619063881,3,0.657493853774712,0.3046273370335892,0.4124582869855395,0.928698553948832,0.0021911254350061235,0.005371666979044676
FairAA,2.216729598787748,3,0.6381178157832675,0.31183712475309794,0.4018909899888765,0.9388209121245827,0.001401662782655598,0.004806332988664508
FairAA,3.3278384447412575,3,0.6328508473994758,0.29548364301611585,0.39499443826473857,0.932146829810901,0.0006678368624927697,0.0005840840167365968
FairAA,4.995877133753335,3,0.5630068751821311,0.22595524403891254,0.39432703003337044,0.938820912124583,0.0004914543836166199,0.0005638750153593719
FairAA,7.500000000000001,3,0.9245721490168188,1.2515670608521714,0.9901001112347053,0.9597330367074528,0.34193337641598914,0.0005609170184470713
FairAA,0.0,4,0.9775102779283813,1.108862671954694,1.0,0.9659621802002224,0.3151543160382932,0.044158666976727545
FairAA,0.004999999999999999,4,0.9775070519350868,1.1067847468606655,1.0,0.9659621802002224,0.314546777077519,0.00903216702863574
FairAA,0.00750618940298613,4,0.9775053620458743,1.1047266360949153,1.0,0.9659621802002224,0.31403202290934756,0.009920709009747952
FairAA,0.011268575870700261,4,0.9774460120691185,1.0973090879581593,0.9965517241379309,0.9659621802002224,0.3120867410949272,0.010818707989528775
FairAA,0.01691681295747911,4,0.977366038407733,1.0854825701131365,0.9829810901001113,0.9659621802002224,0.308915774049918,0.018413332989439368
FairAA,0.02539616043074563,4,0.9769079992029183,1.054803951972687,0.9829810901001113,0.9595105672969968,0.3007574016567098,0.018213208997622132
FairAA,0.038125678060359706,4,0.9751690106304775,1.0023284627796127,0.9661846496106786,0.9427141268075638,0.2862254775710283,0.02046562498435378
FairAA,0.0572357121276666,4,0.96881782324733,0.9110976793357237,0.9528364849833147,0.9199110122358174,0.260546046748061,0.02310012496309355
FairAA,0.0859244191690112,4,0.9459540391236279,0.76020109459409,0.9164627363737485,0.9065628476084537,0.21507507498361067,0.008757792005781084
FairAA,0.12899299292483404,4,0.8288468560326062,0.4375462734390385,0.7956618464961068,0.8654060066740824,0.10833046531929008,0.010634874983225018
FairAA,0.19364916731037085,4,0.6953601272213306,0.27115801341517626,0.5225806451612903,0.8669632925472748,0.03207629993266394,0.030502500012516975
FairAA,0.29071346551243893,4,0.6721761774998992,0.25483893411835506,0.47497219132369295,0.8921023359288098,0.022826855259480645,0.12297399999806657
FairAA,0.4364300668269688,4,0.6667169179776292,0.26143774623550653,0.4301446051167964,0.8860956618464961,0.013224076405816146,0.026108666963409632
FairAA,0.6551853485522244,4,0.6510481010002562,0.3413568016524993,0.44304783092324806,0.9565072302558398,0.00913998005604734,0.04790725000202656
FairAA,0.9835890640588962,4,0.6622707915453505,0.30141317458674854,0.4419354838709678,0.9123470522803114,0.004694999809477671,0.07532262499444187
FairAA,1.4766011619063881,4,0.6574925717998013,0.30461806152055454,0.42791991101223587,0.9233592880978867,0.0021895666483096807,0.004414083028677851
FairAA,2.216729598787748,4,0.6381003401214312,0.311873090703368,0.4180200222469411,0.9328142380422693,0.0013956409325669994,0.005283582955598831
FairAA,3.3278384447412575,4,0.6328508608331342,0.29548821020944327,0.39454949944382645,0.9397107897664071,0.0006767664499447296,0.0006240839720703661
FairAA,4.995877133753335,4,0.5629761506161526,0.22594192147993836,0.39644048943270305,0.9558398220244715,0.0004906248976042152,0.0005987919867038727
FairAA,7.500000000000001,4,0.9245393156847488,1.2516952677721798,0.9965517241379309,0.9829810901001114,0.3419829445117917,0.00058787502348423
FairAA,0.0,5,0.9775102779283815,1.1088626773017483,0.9967741935483871,0.9631813125695217,0.315154317903817,0.04238379100570455
FairAA,0.004999999999999999,5,0.977507051920995,1.1067847371845372,0.9967741935483871,0.9631813125695217,0.3145467748718518,0.00882975000422448
FairAA,0.00750618940298613,5,0.977505362035664,1.1047266053287297,0.9967741935483871,0.9631813125695217,0.3140320184907165,0.009754875034559518
FairAA,0.011268575870700261,5,0.9774460124080603,1.097309087446409,0.9967741935483871,0.9631813125695217,0.31208675450297624,0.009708333993330598
FairAA,0.01691681295747911,5,0.9773660386699612,1.085482317510756,0.9967741935483871,0.9631813125695217,0.3089157357809461,0.01808916701702401
FairAA,0.02539616043074563,5,0.9769080050043055,1.0548039622743222,0.9829810901001114,0.9631813125695217,0.30075743637037455,0.018060083966702223
FairAA,0.038125678060359706,5,0.975169012808341,1.0023285282378562,0.9661846496106785,0.9567296996662957,0.2862254923330239,0.021636667021084577
FairAA,0.0572357121276666,5,0.9688178245208778,0.9110977051290577,0.9422691879866518,0.9433815350389322,0.2605460530268832,0.023227291996590793
FairAA,0.0859244191690112,5,0.9459540436267159,0.760201129759547,0.8962180200222469,0.9031145717463849,0.21507508496613822,0.007536749995779246
FairAA,0.12899299292483404,5,0.8288468597745928,0.43754627448973626,0.7597330367074528,0.8559510567296996,0.10833046918067771,0.011251333984546363
FairAA,0.19364916731037085,5,0.6953601674699115,0.27115802247703374,0.5654060066740824,0.8665183537263627,0.032076317204087906,0.029772749985568225
FairAA,0.29071346551243893,5,0.6721761895590073,0.2548388986145057,0.5169076751946607,0.8962180200222468,0.022826861959674878,0.1152767920284532
FairAA,0.4364300668269688,5,0.6667168674514864,0.2614377666808067,0.503448275862069,0.8918798665183537,0.013224050005351713,0.025002457958180457
FairAA,0.6551853485522244,5,0.6510481081815651,0.3413567985793048,0.4793103448275862,0.9491657397107899,0.009139977589153025,0.04729962500277907
FairAA,0.9835890640588962,5,0.6623366135119162,0.3008882479315373,0.4913236929922136,0.9427141268075641,0.004760256489170861,0.07090579200303182
FairAA,1.4766011619063881,5,0.6573036170380016,0.3043136908854376,0.4906562847608454,0.9493882091212458,0.0021809515511074726,0.005524749984033406
FairAA,2.216729598787748,5,0.6351411338469934,0.3097645325518384,0.4899888765294772,0.9726362625139042,0.0013430319687948791,0.0049377919640392065
FairAA,3.3278384447412575,5,0.6198378218951288,0.2849422370144908,0.4833147942157954,0.9694104560622915,0.0007136453033764201,0.0005789579590782523
FairAA,4.995877133753335,5,0.5602926925883132,0.2229239363853826,0.49621802002224696,0.9461624026696329,0.0005013313352159599,0.0006177910254336894
FairAA,7.500000000000001,5,0.9265855747037205,1.2431136937705225,0.9866518353726363,0.9760845383759733,0.3394457449013626,0.0005914170178584754
FairAA,0.0,6,0.9775102779283822,1.1088626784116953,0.9935483870967742,0.9767519466073414,0.3151543197028156,0.04481041705003008
FairAA,0.004999999999999999,6,0.9775070519204737,1.106784733084058,0.9935483870967742,0.9767519466073414,0.3145467740013511,0.009483999980147928
FairAA,0.00750618940298613,6,0.9775053620446698,1.1047266586232038,0.9935483870967742,0.9767519466073414,0.3140320247303024,0.009408749989233911
FairAA,0.011268575870700261,6,0.977446011796484,1.0973090883534287,0.9935483870967742,0.9799777530589544,0.3120867338131851,0.009536041994579136
FairAA,0.01691681295747911,6,0.9773660369117549,1.0854834734384187,0.9870967741935484,0.9765294771968854,0.3089159093110876,0.016508666041772813
FairAA,0.02539616043074563,6,0.9769079818685528,1.0548039291481548,0.9769744160177976,0.9698553948832036,0.30075730210067186,0.017091749992687255
FairAA,0.038125678060359706,6,0.9751690031029701,1.0023282427261697,0.9631813125695217,0.9599555061179089,0.28622542562876047,0.022079833026509732
FairAA,0.0572357121276666,6,0.9688178192118428,0.9110975995958841,0.9399332591768632,0.9364849833147944,0.2605460271107921,0.02435654099099338
FairAA,0.0859244191690112,6,0.9459540308797303,0.760201045861016,0.896440489432703,0.8962180200222469,0.21507505313084407,0.008273958985228091
FairAA,0.12899299292483404,6,0.8288468440136186,0.4375462630979285,0.7553948832035595,0.8684093437152394,0.1083304518744988,0.01063949998933822
FairAA,0.19364916731037085,6,0.695360032936608,0.2711579989872173,0.5692992213570636,0.8959955506117907,0.032076258582547194,0.030883750005159527
FairAA,0.29071346551243893,6,0.6721761665116157,0.25483889334358195,0.5449388209121246,0.8921023359288098,0.022826859790085245,0.11571145802736282
FairAA,0.4364300668269688,6,0.6667169776552663,0.2614377022833508,0.4803114571746384,0.9086763070077865,0.013224122669169003,0.026675958011765033
FairAA,0.6551853485522244,6,0.6510480587828094,0.3413568895504754,0.46885428253615136,0.9484983314794215,0.009139977305393635,0.047046000021509826
FairAA,0.9835890640588962,6,0.6622721232012274,0.30141131979320845,0.4654060066740823,0.9080088987764181,0.004695806573497684,0.07511154102394357
FairAA,1.4766011619063881,6,0.6574439885537737,0.3046704564167009,0.46151279199110123,0.9321468298109009,0.002154787243584609,0.005486374953761697
FairAA,2.216729598787748,6,0.6380933220468398,0.31188195646311523,0.4580645161290322,0.938820912124583,0.001393479128298722,0.005277167016174644
FairAA,3.3278384447412575,6,0.6328473367519427,0.29549395293055347,0.4511679644048943,0.9420467185761957,0.0006773657201772712,0.000529874989297241
FairAA,4.995877133753335,6,0.5629641299120767,0.22594058354228708,0.46040044493882093,0.939265850945495,0.000490328393535272,0.0005560419522225857
FairAA,7.500000000000001,6,0.9245214283883545,1.2517569295023427,0.9967741935483871,0.9829810901001113,0.3419985581306846,0.0005610419902950525
FairAA,0.0,7,0.9775102779283816,1.108862674606183,0.9967741935483871,0.9668520578420466,0.3151543166529132,0.042046416958328336
FairAA,0.004999999999999999,7,0.9775070519247546,1.106784739869001,0.9967741935483871,0.9700778642936598,0.31454677537257436,0.009015041985549033
FairAA,0.00750618940298613,7,0.977505362038886,1.1047266126814166,0.9967741935483871,0.9700778642936598,0.31403201989492197,0.009329124994110316
FairAA,0.011268575870700261,7,0.9774460122680966,1.097309086081946,0.9967741935483871,0.9733036707452726,0.3120867483763739,0.011372082983143628
FairAA,0.01691681295747911,7,0.9773660390585912,1.085482182946413,0.9967741935483871,0.9698553948832036,0.3089157202485557,0.016392374993301928
FairAA,0.02539616043074563,7,0.9769080078979058,1.054803976880236,0.9870967741935484,0.9664071190211345,0.3007574571544639,0.018177042016759515
FairAA,0.038125678060359706,7,0.9751690147462968,1.0023285589361797,0.9670745272525029,0.946607341490545,0.286225507732195,0.018945000017993152
FairAA,0.0572357121276666,7,0.9688178248747452,0.9110977199705036,0.9369299221357063,0.9403781979977754,0.26054605494426303,0.023578999971505255
FairAA,0.0859244191690112,7,0.94595404160036,0.7602011085141346,0.9001112347052279,0.9072302558398219,0.215075081701812,0.007994582992978394
FairAA,0.12899299292483404,7,0.8288468594092291,0.4375462781287238,0.8023359288097887,0.879199110122358,0.10833046936106619,0.011167832999490201
FairAA,0.19364916731037085,7,0.6953601680577216,0.2711580384381696,0.5714126807563961,0.8624026696329254,0.032076318272845475,0.029871499980799854
FairAA,0.29071346551243893,7,0.6721761801941573,0.25483894419687386,0.5194660734149055,0.8596218020022246,0.022826854588889632,0.13186529197264463
FairAA,0.4364300668269688,7,0.6667169232801193,0.2614377479199412,0.4447163515016685,0.8755283648498331,0.01322407352866118,0.02936429198598489
FairAA,0.6551853485522244,7,0.6510481290980605,0.34135684294165375,0.44682981090100105,0.939043381535039,0.009139989399024634,0.04494662495562807
FairAA,0.9835890640588962,7,0.662351017892598,0.300573976356086,0.4687430478309233,0.9254727474972192,0.0047740269253241305,0.06861479202052578
FairAA,1.4766011619063881,7,0.6573843788186122,0.3036269232422286,0.48854282536151283,0.9254727474972192,0.002189415090088298,0.00538441602839157
FairAA,2.216729598787748,7,0.6340784516251672,0.30923766583512685,0.48186874304783095,0.9558398220244717,0.0013360331523835645,0.0048180000158026814
FairAA,3.3278384447412575,7,0.6361755034147332,0.29682385007174017,0.4880978865406007,0.9457174638487208,0.0006966855996502694,0.0005922080017626286
FairAA,4.995877133753335,7,0.5572423460690396,0.22065766214725524,0.45272525027808685,0.9364849833147944,0.00048033178160678675,0.0006090409588068724
FairAA,7.500000000000001,7,0.927169411105124,1.2417272355693307,0.9866518353726363,0.9896551724137931,0.33898818693335303,0.000820583023596555
FairAA,0.0,8,0.977510277928382,1.1088626845677645,1.0,0.9487208008898775,0.3151543202162451,0.03742466703988612
FairAA,0.004999999999999999,8,0.9775070519265153,1.106784740051559,1.0,0.9521690767519466,0.31454677566478234,0.008951916999649256
FairAA,0.00750618940298613,8,0.9775053620470813,1.1047266433700877,1.0,0.9521690767519466,0.31403202391422397,0.009571500006131828
FairAA,0.011268575870700261,8,0.9774460119616624,1.097309089967049,0.993103448275862,0.9521690767519466,0.3120867394176085,0.009607249987311661
FairAA,0.01691681295747911,8,0.9773660372596029,1.0854831981813122,0.993103448275862,0.9452725250278087,0.30891586930939297,0.01606291701318696
FairAA,0.02539616043074563,8,0.9769079889980284,1.0548039612490876,0.9862068965517242,0.9487208008898775,0.30075735244907453,0.015867375012021512
FairAA,0.038125678060359706,8,0.9751690059546487,1.0023283133677163,0.9551724137931036,0.9452725250278086,0.28622544617387524,0.021710667002480477
FairAA,0.0572357121276666,8,0.9688178207194967,0.9110976339067428,0.9517241379310345,0.928698553948832,0.26054603459672054,0.03415245801443234
FairAA,0.0859244191690112,8,0.9459540311786969,0.7602010432376122,0.915127919911012,0.8951056729699666,0.21507505577430938,0.008515166002325714
FairAA,0.12899299292483404,8,0.8288468473553686,0.43754626786836787,0.7844271412680757,0.8315906562847608,0.10833045607531766,0.011157458007801324
FairAA,0.19364916731037085,8,0.6953600296897193,0.2711579923805444,0.5672969966629589,0.8552836484983315,0.032076257966214154,0.028941208962351084
FairAA,0.29071346551243893,8,0.6721761660501968,0.2548389103890433,0.5185761957730811,0.8624026696329254,0.022826856912444543,0.12700899998890236
FairAA,0.4364300668269688,8,0.6667169821437191,0.2614377110432718,0.4472747497219133,0.871635150166852,0.013224120133495137,0.026792583987116814
FairAA,0.6551853485522244,8,0.6510480703339313,0.3413568741287588,0.4369299221357063,0.9491657397107897,0.009139981116586544,0.04856750002363697
FairAA,0.9835890640588962,8,0.6622675730273266,0.30145050141779434,0.44015572858731933,0.9114571746384872,0.0046948600419702,0.07581204199232161
FairAA,1.4766011619063881,8,0.6572848708480573,0.3053620585757677,0.4461624026696329,0.9112347052280312,0.0021513543773454408,0.004561249981634319
FairAA,2.216729598787748,8,0.6381489027683771,0.31181346175605407,0.4461624026696329,0.917908787541713,0.0014106803842192095,0.005266290972940624
FairAA,3.3278384447412575,8,0.6312299330071551,0.29458573314484865,0.46251390433815354,0.9351501668520579,0.0005514333623192966,0.0006000000284984708
FairAA,4.995877133753335,8,0.5625666544494041,0.2256361952432952,0.4351501668520578,0.9256952169076753,0.0004891142272032897,0.0005802920204587281
FairAA,7.500000000000001,8,0.924648295983065,1.2512767335645705,0.9935483870967742,0.9659621802002224,0.3418236727823729,0.0005869999877177179
FairAA,0.0,9,0.9775102779283813,1.1088626767228065,1.0,0.9558398220244717,0.3151543182781746,0.038345125038176775
FairAA,0.004999999999999999,9,0.9775070519186809,1.1067847358498621,1.0,0.9558398220244717,0.3145467745950382,0.008677041972987354
FairAA,0.00750618940298613,9,0.9775053620243277,1.1047266119811536,1.0,0.9558398220244717,0.31403201685762616,0.010319208959117532
FairAA,0.011268575870700261,9,0.9774460122944435,1.0973090867407054,1.0,0.9558398220244717,0.3120867501454654,0.0103228340158239
