method,n,seed,ev,mmd,ls,nls,dp,rtime,n_iter
FairAA,256,3,0.982201854800004,1.1012745821229895,0.990909090909091,0.9742424242424242,0.30271887326078045,0.30950929201208055,501
FairAA,256,4,0.9822214561764228,1.1032527657372906,0.9818181818181818,0.9454545454545455,0.30315422857996405,0.2921763749909587,501
FairAA_3Moment,256,0,0.9708301759595348,0.9039248364991372,0.9416666666666668,0.9166666666666666,0.24530283774943606,0.6509396249894053,501
FairAA_3Moment,256,1,0.9710001312260415,0.9062080757182154,0.9530303030303029,0.95,0.24690122330391656,0.7052769580041058,501
FairAA_3Moment,256,2,0.9708407104994522,0.906538468256072,0.946969696969697,0.9174242424242426,0.24675442904597744,0.6967592920409516,501
FairAA_3Moment,256,3,0.9707673574645439,0.9061349410153818,0.9621212121212122,0.9545454545454545,0.24622091862584633,0.6842814169940539,501
FairAA_3Moment,256,4,0.9707991683840148,0.9048210008612216,0.9416666666666667,0.9227272727272726,0.24607698955170232,0.6819933750084601,501
FairAA_Adv,256,0,0.9822187326432011,1.098575188824777,0.9727272727272727,0.9583333333333334,0.3020707844194629,0.5375302910106257,501
FairAA_Adv,256,1,0.9822190759224259,1.0987878299908798,0.990909090909091,0.9734848484848484,0.3021340288082417,0.556192625022959,501
FairAA_Adv,256,2,0.9822193154435566,1.0990335087995393,0.9818181818181818,0.9477272727272726,0.3022148547943799,0.5419775410555303,501
FairAA_Adv,256,3,0.9822193337009452,1.0989428392295486,0.990909090909091,0.9772727272727273,0.30221176093628965,0.5509146669646725,501
FairAA_Adv,256,4,0.982219253667894,1.0988854870674067,0.9818181818181818,0.9515151515151515,0.3021868885902603,0.5399166660499759,501
FairAA_MMD,256,0,0.9822228229251552,1.1038896672688983,0.9757575757575758,0.9613636363636363,0.30340477096723795,10.18142183299642,501
FairAA_MMD,256,1,0.9822228229349173,1.1038922622469842,0.990909090909091,0.9704545454545455,0.3034051655510326,12.14073320897296,501
FairAA_MMD,256,2,0.9822228229244414,1.103889515353458,0.9818181818181818,0.9507575757575758,0.30340475662942934,11.742917124996893,501
FairAA_MMD,256,3,0.982222822920141,1.1038888578292567,0.990909090909091,0.9719696969696969,0.30340465629629354,11.43333041598089,501
FairAA_MMD,256,4,0.9822228229252842,1.1038896181953688,0.9818181818181818,0.9515151515151515,0.30340476534229294,10.905128500016872,501
FairPCA_AA,256,0,0.9282107434383494,1.084019182082859,0.9765151515151516,0.9583333333333333,0.2910232409826248,0.17809141700854525,501
FairPCA_AA,256,1,0.928224310379958,1.0840651979769655,0.9840909090909091,0.9712121212121213,0.2910519956667579,0.17689445801079273,501
FairPCA_AA,256,2,0.9282288833677345,1.084055383487399,0.9734848484848484,0.9568181818181818,0.29105375487787044,0.17806045903125778,501
FairPCA_AA,256,3,0.9282134215379936,1.0840320981569898,0.9893939393939395,0.9795454545454547,0.2910363289354222,0.17739608400734141,501
FairPCA_AA,256,4,0.9282265711926126,1.0840727642604784,0.9674242424242425,0.9431818181818183,0.29105654209008835,0.17581924999831244,501
AA,512,0,0.988258698494558,1.1047171152005393,0.9938271604938272,0.9802638254693049,0.29913636265612276,0.5831527090049349,501
AA,512,1,0.9882587803909625,1.1046782816496812,0.9909521393539658,0.980399120581769,0.2991242897551756,0.5852880000020377,501
AA,512,2,0.988258640657663,1.1047743927054385,0.9886182986639607,0.973955690850668,0.29914554420848094,0.5884741669869982,501
AA,512,3,0.9882600433044738,1.1046859881224131,0.9857432775240994,0.973955690850668,0.2991258423048574,0.6199935000040568,501
AA,512,4,0.9882587934702727,1.104734199709314,0.987113140537798,0.9792998477929984,0.2991370661422893,0.6206260420149192,501
FairAA,512,0,0.9872983232440645,1.084386607173848,0.991222729578894,0.9791645526805344,0.2893361412278861,0.6313102499698289,501
FairAA,512,1,0.9876107605465858,1.088652734744529,0.9909521393539658,0.9791645526805344,0.2909122380379791,0.6463986670132726,501
FairAA,512,2,0.9875977097019117,1.0886490336857677,0.9910874344664299,0.973955690850668,0.2916881347098529,0.6238485830253921,501
FairAA,512,3,0.9872375211204282,1.0822761548027957,0.9910874344664299,0.9753255538643666,0.28875780639817256,0.6210377080133185,501
FairAA,512,4,0.9875412351045253,1.0879484301122988,0.9872484356502621,0.9806697108066971,0.29040218078109564,0.5926286249887198,501
FairAA_3Moment,512,0,0.9719193404480113,0.87939170835148,0.945848131236259,0.9403686791814646,0.22527049846108366,1.3680564579553902,501
FairAA_3Moment,512,1,0.9717312150228693,0.8798531498184309,0.9422797226450195,0.95229156096736,0.22514090994010635,1.3671434999560006,501
FairAA_3Moment,512,2,0.9718372546429311,0.879670510030033,0.9507864028411973,0.952020970742432,0.2252123474399983,1.4220701250014827,501
FairAA_3Moment,512,3,0.9731844493898607,0.8777224301407578,0.9388635210553019,0.9416032470826992,0.22882159957563747,1.3836820839787833,501
FairAA_3Moment,512,4,0.9718750455683896,0.8796089153301919,0.9521562658548959,0.9655843057669543,0.22525136315795227,1.4100025409716181,501
FairAA_Adv,512,0,0.9882550630431366,1.1012462649013748,0.9910874344664299,0.9816336884830035,0.29820486841284816,0.7334702090010978,501
FairAA_Adv,512,1,0.9882549143374247,1.1013678200559842,0.9909521393539658,0.9791645526805344,0.29822986040387134,0.7318672080291435,501
FairAA_Adv,512,2,0.9882550581737953,1.1012700420885744,0.9886182986639607,0.9701166920345002,0.2982286912944634,0.7453385829576291,501
FairAA_Adv,512,3,0.9882561446669798,1.1011184713612738,0.9857432775240994,0.973955690850668,0.2981700731201504,0.7414024999598041,501
FairAA_Adv,512,4,0.9882550434049217,1.101315345672454,0.9857432775240994,0.9780652798917637,0.2982069788015228,0.7347741250414401,501
FairAA_MMD,512,0,0.9882587163244344,1.1047033391397019,0.9938271604938272,0.9802638254693049,0.29913199036456056,18.887069416989107,501
FairAA_MMD,512,1,0.9882588419657942,1.1047189034033535,0.9909521393539658,0.980399120581769,0.2991350117730902,19.002368916990235,501
FairAA_MMD,512,2,0.9882586490256913,1.104700283750696,0.9886182986639607,0.973955690850668,0.2991321171479354,19.033377167012077,501
FairAA_MMD,512,3,0.9882601033840419,1.104681420002604,0.9857432775240994,0.973955690850668,0.29912359317116977,19.1450316249975,501
FairAA_MMD,512,4,0.9882588056074383,1.1047712379247283,0.987113140537798,0.9792998477929984,0.2991462528161996,19.103620417008642,501
FairPCA_AA,512,0,0.9076859034722177,1.1861129900799965,0.978065279891764,0.9688821241332658,0.3201752521687617,0.6409587080124766,501
FairPCA_AA,512,1,0.9154267947247223,1.183766892926264,0.9861491628614916,0.9769660071029934,0.3196447722738368,0.6397432500380091,501
FairPCA_AA,512,2,0.9007167483470424,1.186815807699368,0.978335870116692,0.9665482834432606,0.32036902886624724,0.6359704590286128,501
FairPCA_AA,512,3,0.9007167498189339,1.1868157689836474,0.9625739895146289,0.9636732623033992,0.3203690244074354,0.6227220419677906,501
FairPCA_AA,512,4,0.9156657806036357,1.183785858041373,0.9751902587519025,0.9740909859631319,0.31962119691232516,0.6419688750174828,501
AA,1024,0,0.9892703209119014,1.1299586646086401,0.9908150774555737,0.9836013676079525,0.292109610955035,2.460317082994152,501
AA,1024,1,0.9892703209119107,1.129958826779669,0.9901017263939892,0.9849014393651597,0.29210962153486275,2.251490583003033,501
AA,1024,2,0.9892703209118822,1.1299587298760376,0.9867460216960027,0.9810012240935377,0.2921096307821802,1.9922072920016944,501
AA,1024,3,0.9892703209118946,1.1299589793139386,0.9908572875775612,0.9792410620066694,0.2921096531681519,1.599968208000064,501
AA,1024,4,0.9892703209119058,1.1299589172176832,0.9860326706344182,0.9789878012747456,0.2921096484122828,2.65401879203273,501
FairAA,1024,0,0.9882457007010136,1.1095959004666993,0.9907728673335866,0.9836435777299396,0.2807524026190623,2.2460119579918683,501
FairAA,1024,1,0.9882327126111772,1.1089619048126769,0.9893883753324048,0.9843569287915243,0.2805808181599527,2.263447042030748,501
FairAA,1024,2,0.9883993262593642,1.1112343611216686,0.9873327423916255,0.9816723650331349,0.2817711188382143,2.3780690419953316,501
FairAA,1024,3,0.988261905178886,1.1080859775985958,0.9914017981511968,0.9793676923726309,0.2827498520219409,2.250116832961794,501
FairAA,1024,4,0.9883109644498518,1.1119874878636555,0.9866193913300408,0.9776877295175384,0.28144195181879694,2.4498697080416605,501
FairAA_3Moment,1024,0,0.9288842130206902,0.649732280015207,0.887522687940568,0.9159554261111815,0.15638125051544172,2.83877183299046,501
FairAA_3Moment,1024,1,0.9314509611117988,0.6834573425275314,0.8926807648474103,0.9175509687222997,0.16603033457376604,2.9376444169902243,501
FairAA_3Moment,1024,2,0.9307760782054618,0.6798882484791302,0.8810223291545313,0.9114684901439365,0.16503303810123734,2.9659701659693383,501
FairAA_3Moment,1024,3,0.9266324052712107,0.6427908891801899,0.8859313663416486,0.9112616605461991,0.15498507161534567,2.850452124956064,501
FairAA_3Moment,1024,4,0.9289185341759026,0.6523634184292266,0.888400658477903,0.9115486893757124,0.15696571194727124,3.04601004102733,501
FairAA_Adv,1024,0,0.9892644918106066,1.123522333570305,0.9868304419399772,0.9804145033979148,0.29094322693587954,1.7378144579706714,501
FairAA_Adv,1024,1,0.9892645450486982,1.1238151519954234,0.9854459499387953,0.9823857160947194,0.2910102963830462,1.4771406250074506,501
FairAA_Adv,1024,2,0.9892644356267872,1.1233870524172538,0.9827613861804061,0.979030011396733,0.2909058526661439,1.4147598330164328,501
FairAA_Adv,1024,3,0.9892644664435132,1.1237735875531654,0.9895150056983665,0.9792832721286564,0.2909895373909589,1.2482762910076417,501
FairAA_Adv,1024,4,0.9892643893085687,1.123538307597745,0.9820480351188217,0.9802878730319531,0.2909280102432658,1.7131649589864537,501
FairAA_MMD,1024,0,0.9892703208861917,1.1299458734657843,0.9908150774555737,0.9836013676079525,0.29210686670804775,191.56287741602864,501
FairAA_MMD,1024,1,0.9892703208878144,1.1299463534607488,0.9901017263939892,0.9849436494871471,0.2921071392123342,175.47991891601123,501
FairAA_MMD,1024,2,0.9892703208864172,1.1299456719722827,0.9867460216960027,0.9823435059727323,0.2921068562716592,163.41364654101199,501
FairAA_MMD,1024,3,0.9892703208865559,1.1299456925818772,0.9908572875775612,0.9792410620066694,0.29210687209379865,138.27604416699614,501
FairAA_MMD,1024,4,0.9892703208850446,1.129945059035306,0.9860326706344182,0.979658942214343,0.2921066594769093,197.39909112500027,501
FairPCA_AA,1024,0,0.9195821248002629,1.241358303745794,0.9816723650331349,0.9797011523363303,0.3207463256632337,1.1023624169756658,501
FairPCA_AA,1024,1,0.9195824166083594,1.2414138674594721,0.9792410620066692,0.9773120594318516,0.32075626384200495,1.0563328330172226,501
FairPCA_AA,1024,2,0.9195821322559073,1.2413711407467245,0.973327423916255,0.972825123464607,0.32074816228332137,1.0078004169627093,501
FairPCA_AA,1024,3,0.9195806249086351,1.2414155196544465,0.973327423916255,0.9734540542822169,0.3207570442730077,1.0540402500191703,501
FairPCA_AA,1024,4,0.9195820848695431,1.2413665110068497,0.9795745219703684,0.9776877295175384,0.3207475355697552,1.1826328749884851,501
